LCBCG0
1.027017
1.026697
1.026058
1.026058
1.025739
1.025419
1.024461
1.024461
1.024461
1.023822
1.023822
1.023503
1.023183
1.023183
1.022544
1.022544
1.021906
1.022225
1.021267
1.021267
1.020308
1.020628
1.01967
1.01967
1.018711
1.019031
1.018392
1.018392
1.018072
1.017114
1.016795
1.016475
1.015517
1.015517
1.015197
1.014239
1.014239
1.014559
1.014559
1.014559
1.014878
1.014239
1.015197
1.015197
1.015517
1.015517
1.015836
1.015836
1.016475
1.016156
1.016795
1.016795
1.017433
1.017753
1.018392
1.01935
1.01935
1.01935
1.020628
1.020947
1.021586
1.021586
1.022225
1.022864
1.022544
1.023822
1.024461
1.02478
1.024461
1.025419
1.025419
1.025739
1.026378
1.026378
1.026378
1.026697
1.027336
1.027655
1.027975
1.027975
1.028294
1.027655
1.028294
1.027975
1.027655
1.027017
1.027336
1.027017
1.027017
1.026697
1.027336
1.027017
1.027017
1.026697
1.026697
1.026058
1.026378
1.025739
1.0251
1.025419
1.02478
1.02478
1.024142
1.024142
1.023503
1.023183
1.023503
1.023183
1.023183
1.023822
1.023503
1.023503
1.023183
1.023503
1.023822
1.024461
1.023822
1.024461
1.024461
1.025419
1.0251
1.025419
1.025419
1.025419
1.025739
1.025739
1.026378
1.026058
1.026697
1.026697
1.026697
1.027017
1.027336
1.026697
1.027336
1.027017
1.027655
1.027336
1.027336
1.027017
1.026697
1.027017
1.027336
1.027336
1.027336
1.026697
1.026697
1.026697
1.026697
1.026697
1.026697
1.026697
1.026378
1.027017
1.026697
1.027017
1.027017
1.027655
1.027975
1.028294
1.028933
1.029572
1.029253
1.029572
1.030211
1.03053
1.029891
1.031169
1.03053
1.031489
1.032127
1.032127
1.032447
1.032447
1.033405
1.033405
1.033405
1.033405
1.034044
1.034363
1.034044
1.033725
1.033725
1.033725
1.033725
1.033405
1.034044
1.034044
1.033086
1.033405
1.032766
1.033086
1.032766
1.032447
1.032766
1.032766
1.032766
1.033086
1.032766
1.032766
1.032447
1.032127
1.031808
1.032766
1.031808
1.031808
1.031489
1.032127
1.031489
1.032127
1.031489
1.032127
1.032127
1.032127
1.032127
1.031808
1.031489
1.031489
1.031169
1.03085
1.030211
1.03053
1.029891
1.029572
1.030211
1.029891
1.029253
1.028614
1.028933
1.027975
1.027975
1.027655
1.027336
1.026697
1.027017
1.026058
1.026058
1.025419
1.025739
1.025419
1.025739
1.025739
1.025419
1.0251
1.0251
1.0251
1.02478
1.025419
1.025419
1.0251
1.025419
1.025419
1.025739
1.025419
1.0251
1.025419
1.025419
1.025739
1.025419
1.025419
1.025739
1.025739
1.025739
1.026697
1.026058
1.026378
1.026378
1.027017
1.027655
1.027655
1.027336
1.027017
1.027336
1.027655
1.027655
1.027655
1.027655
1.027975
1.028614
1.028294
1.028614
1.028614
1.028614
1.028933
1.028933
1.029253
1.028933
1.028933
1.028933
1.028614
1.028614
1.029253
1.029253
1.028614
1.029253
1.030211
1.029253
1.029891
1.028933
1.030211
1.030211
1.030211
1.03085
1.03085
1.03053
1.03085
1.031489
1.031169
1.031169
1.031489
1.031169
1.03085
1.031808
1.031169
1.031489
1.031169
1.031808
1.031808
1.032127
1.032447
1.032447
1.032127
1.032447
1.032127
1.032127
1.032127
1.032127
1.032447
1.032127
1.032766
1.032127
1.032447
1.031808
1.031808
1.032127
1.031808
1.031489
1.031489
1.031169
1.031489
1.03085
1.03085
1.029891
1.029891
1.029891
1.029891
1.029572
1.029572
1.028933
1.029253
1.028933
1.028614
1.028294
1.028614
1.028294
1.028933
1.028933
1.029253
1.028933
1.028933
1.029253
1.028933
1.029253
1.029253
1.028614
1.029253
1.029572
1.028933
1.029891
1.028933
1.029891
1.029891
1.030211
1.03053
1.03085
1.03085
1.030211
1.03053
1.03085
1.029891
1.030211
1.029572
1.029572
1.03053
1.029891
1.029572
1.029253
1.029253
1.029572
1.029572
1.029891
1.029253
1.028933
1.028933
1.028294
1.028294
1.027655
1.027655
1.027017
1.027975
1.027655
1.027336
1.027336
1.026697
1.026697
1.027336
1.026697
1.027017
1.026378
1.026697
1.026697
1.026697
1.026697
1.026058
1.026058
1.026058
1.026058
1.026378
1.026378
1.026378
1.025419
1.026058
1.026378
1.026378
1.026378
1.026378
1.026058
1.026378
1.026378
1.025739
1.0251
1.025739
1.026058
1.026378
1.026697
1.026058
1.026058
1.027336
1.026697
1.027017
1.027017
1.027655
1.027655
1.027655
1.027975
1.027655
1.027655
1.027336
1.027655
1.027655
1.027655
1.028294
1.027975
1.027975
1.028614
1.028294
1.028614
1.027975
1.028614
1.028614
1.028933
1.028933
1.028294
1.028294
1.027975
1.027336
1.027336
1.027655
1.027017
1.027017
1.026697
1.027336
1.026378
1.026058
1.025419
1.025739
1.0251
1.025419
1.0251
1.024461
1.023822
1.024461
1.023183
1.022544
1.022544
1.021906
1.022225
1.021586
1.022544
1.021586
1.021267
1.020947
1.020947
1.020628
1.020308
1.01935
1.01935
1.018072
1.018072
1.017753
1.017433
1.016475
1.016156
1.015517
1.015197
1.014878
1.014239
1.0136
1.0136
1.013281
1.012003
1.012003
1.011684
1.011045
1.010087
1.010406
1.009767
1.009128
1.008489
1.00817
1.00817
1.007531
