LCBCG0
1.007212
1.007212
1.006892
1.006573
1.006892
1.006253
1.005934
1.006253
1.005934
1.005614
1.004976
1.004656
1.004656
1.003698
1.003378
1.003059
1.003059
1.003378
1.003059
1.00274
1.003059
1.003059
1.00274
1.002101
1.002101
1.001142
1.001142
1.001142
1.000823
1.000503
1.000823
1.000823
1.000503
1.000823
1.000503
1.001142
1.001142
1.000823
1.000503
1.001142
1.001142
1.000823
0.999865
1.000503
1.000503
1.000184
1.000184
0.999865
1.000823
1.000503
1.000184
1.001142
1.001142
1.001142
1.000823
1.001142
1.001142
1.000823
1.000823
1.001142
1.001142
1.000823
1.000503
1.000823
1.001142
1.000184
0.999865
1.000184
1.000503
0.999545
1.000184
0.999545
1.000184
1.000184
1.000184
1.000823
1.000503
0.999865
0.999865
1.000184
1.000503
1.000184
1.000184
1.000184
1.000823
1.000503
1.001462
1.001142
1.00274
1.002101
1.00242
1.003059
1.003698
1.003378
1.003698
1.004337
1.004976
1.004656
1.004976
1.005614
1.006253
1.006573
1.006573
1.007531
1.00785
1.00817
1.008489
1.009128
1.009767
1.009767
1.010406
1.010406
1.011684
1.011684
1.011684
1.012003
1.012642
1.012642
1.013281
1.013281
1.014239
1.014239
1.014239
1.014878
1.015836
1.016156
1.016795
1.016795
1.017433
1.017433
1.017753
1.019031
1.018711
1.018392
1.018711
1.01935
1.020308
1.01967
1.019989
1.020947
1.020947
1.021267
1.021586
1.021586
1.022225
1.022225
1.021586
1.021586
1.022544
1.021906
1.021586
1.022225
1.023183
1.022544
1.022864
1.023183
1.023503
1.022864
1.023183
1.022864
1.023183
1.022864
1.022544
1.022864
1.023183
1.022544
1.022544
1.023183
1.022544
1.022544
1.023183
1.021906
1.021906
1.021586
1.021267
1.021267
1.020628
1.019989
1.01967
1.020308
1.019989
1.01935
1.018711
1.019031
1.019031
1.018072
1.017753
1.017433
1.017114
1.016795
1.016795
1.016156
1.015836
1.015197
1.015197
1.014559
1.014239
1.0136
1.012961
1.012961
1.012961
1.012003
1.011364
1.010725
1.010725
1.010406
1.009448
1.009448
1.009448
1.008809
1.008809
1.007531
1.00785
1.006892
1.006253
1.005934
1.005934
1.005295
1.005295
1.004656
1.005295
1.004656
1.004976
1.004976
1.004337
1.003378
1.004017
1.003378
1.003059
1.003378
1.003378
1.003378
1.00274
1.003059
1.003059
1.003059
1.00274
1.00274
1.003378
1.00274
1.00274
1.00242
1.00242
1.002101
1.00274
1.00242
1.00242
1.00242
1.00242
1.00242
1.00242
1.001781
1.002101
1.001462
1.002101
